level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
2	1	128	0	0	0	1209	1518	67	68	-1	
3	1	128	1	0	0	1209	1473	283	113	-1	
4	1	128	1	1	0	1209	1518	67	68	-1	
5	1	128	1	1	1	1209	1518	67	68	19.316620	a
2	1	129	0	0	0	1713	1521	148	26	-1	
3	1	129	1	0	0	1713	1521	148	26	-1	
4	1	129	1	1	0	1713	1521	148	26	-1	
5	1	129	1	1	1	1713	1521	148	26	19.735123	ie
2	1	130	0	0	0	2762	1433	117	158	-1	
3	1	130	1	0	0	2762	1433	117	158	-1	
4	1	130	1	1	0	2762	1433	117	158	-1	
5	1	130	1	1	1	2762	1433	117	158	38.842281	A
2	1	131	0	0	0	3350	1502	131	62	-1	
3	1	131	1	0	0	3350	1502	131	62	-1	
4	1	131	1	1	0	3350	1502	131	62	-1	
5	1	131	1	1	1	3350	1502	131	62	53.623871	Aa
2	1	132	0	0	0	3440	1556	87	23	-1	
3	1	132	1	0	0	3440	1556	87	23	-1	
4	1	132	1	1	0	3440	1556	87	23	-1	
5	1	132	1	1	1	3440	1556	87	23	2.881851	NOTE.
2	1	133	0	0	0	385	1585	83	24	-1	
3	1	133	1	0	0	385	1585	83	24	-1	
4	1	133	1	1	0	385	1585	83	24	-1	
5	1	133	1	1	1	385	1585	83	24	0.000000	——
2	1	134	0	0	0	703	1626	17	32	-1	
3	1	134	1	0	0	703	1626	17	32	-1	
4	1	134	1	1	0	703	1626	17	32	-1	
5	1	134	1	1	1	703	1626	17	32	25.055351	i
2	1	135	0	0	0	1078	1575	244	79	-1	
3	1	135	1	0	0	1078	1575	244	79	-1	
4	1	135	1	1	0	1078	1575	244	79	-1	
5	1	135	1	1	1	1078	1575	244	79	41.012131	Seti
2	1	136	0	0	0	1932	1600	213	5	-1	
3	1	136	1	0	0	1932	1600	213	5	-1	
4	1	136	1	1	0	1932	1600	213	5	-1	
5	1	136	1	1	1	1932	1600	213	5	0.000000	—$<—<$<—
2	1	137	0	0	0	2894	1591	228	60	-1	
3	1	137	1	0	0	2894	1591	228	60	-1	
4	1	137	1	1	0	2894	1591	228	60	-1	
5	1	137	1	1	1	2894	1591	228	60	0.000000	~——
2	1	138	0	0	0	3437	1625	192	31	-1	
3	1	138	1	0	0	3437	1625	192	31	-1	
4	1	138	1	1	0	3437	1625	192	31	-1	
5	1	138	1	1	1	3437	1625	192	31	42.469616	oe
2	1	139	0	0	0	577	1583	116	113	-1	
3	1	139	1	0	0	577	1583	116	113	-1	
4	1	139	1	1	0	577	1583	116	113	-1	
5	1	139	1	1	1	577	1583	116	113	17.696648	ut
2	1	140	0	0	0	602	1693	41	22	-1	
3	1	140	1	0	0	602	1693	41	22	-1	
4	1	140	1	1	0	602	1693	41	22	-1	
5	1	140	1	1	1	602	1693	41	22	35.965515	Ve.
2	1	141	0	0	0	1640	1624	76	54	-1	
3	1	141	1	0	0	1640	1624	76	54	-1	
4	1	141	1	1	0	1640	1624	76	54	-1	
5	1	141	1	1	1	1640	1624	76	54	39.821594	CS
2	1	142	0	0	0	2506	1613	85	72	-1	
3	1	142	1	0	0	2506	1613	85	72	-1	
4	1	142	1	1	0	2506	1613	85	72	-1	
5	1	142	1	1	1	2506	1613	85	72	84.284782	a
2	1	143	0	0	0	3044	1677	82	33	-1	
3	1	143	1	0	0	3044	1677	82	33	-1	
4	1	143	1	1	0	3044	1677	82	33	-1	
5	1	143	1	1	1	3044	1677	82	33	22.527611	nel
2	1	144	0	0	0	3286	1603	114	105	-1	
3	1	144	1	0	0	3286	1603	114	105	-1	
4	1	144	1	1	0	3286	1603	114	105	-1	
5	1	144	1	1	1	3286	1603	114	105	41.470409	7S
2	1	145	0	0	0	3471	1657	107	28	-1	
3	1	145	1	0	0	3471	1657	107	28	-1	
4	1	145	1	1	0	3471	1657	107	28	-1	
5	1	145	1	1	1	3471	1657	107	28	44.973392	Selo
2	1	146	0	0	0	232	1743	133	51	-1	
3	1	146	1	0	0	232	1743	133	51	-1	
4	1	146	1	1	0	232	1743	133	51	-1	
5	1	146	1	1	1	232	1743	133	51	25.039375	0
2	1	147	0	0	0	667	1705	109	101	-1	
3	1	147	1	0	0	667	1705	109	101	-1	
4	1	147	1	1	0	667	1705	109	101	-1	
5	1	147	1	1	1	667	1705	109	101	32.436218	i
2	1	148	0	0	0	1010	1701	212	56	-1	
3	1	148	1	0	0	1010	1701	212	56	-1	
4	1	148	1	1	0	1010	1701	212	56	-1	
5	1	148	1	1	1	1010	1701	42	56	20.266754	|
5	1	148	1	1	2	1098	1711	124	42	43.123131	AHS
2	1	149	0	0	0	1234	1641	167	128	-1	
3	1	149	1	0	0	1234	1641	167	128	-1	
4	1	149	1	1	0	1234	1641	167	128	-1	
5	1	149	1	1	1	1234	1641	167	128	20.613762	li
2	1	150	0	0	0	2110	1754	51	56	-1	
3	1	150	1	0	0	2110	1754	51	56	-1	
4	1	150	1	1	0	2110	1754	51	56	-1	
5	1	150	1	1	1	2110	1754	51	56	24.012283	Wi
2	1	151	0	0	0	2826	1750	124	51	-1	
3	1	151	1	0	0	2826	1750	124	51	-1	
4	1	151	1	1	0	2826	1750	124	51	-1	
5	1	151	1	1	1	2826	1750	124	51	0.000000	=)
2	1	152	0	0	0	3057	1760	67	42	-1	
3	1	152	1	0	0	3057	1760	67	42	-1	
4	1	152	1	1	0	3057	1760	67	42	-1	
5	1	152	1	1	1	3057	1760	67	42	20.867950	~S
2	1	153	0	0	0	3459	1745	49	45	-1	
3	1	153	1	0	0	3459	1745	49	45	-1	
4	1	153	1	1	0	3459	1745	49	45	-1	
5	1	153	1	1	1	3459	1745	49	45	50.860397	il
2	1	154	0	0	0	1360	1815	238	44	-1	
3	1	154	1	0	0	1360	1815	238	44	-1	
4	1	154	1	1	0	1360	1815	238	44	-1	
5	1	154	1	1	1	1360	1815	238	44	0.000000	——e
2	1	155	0	0	0	1729	1666	226	198	-1	
3	1	155	1	0	0	1729	1666	226	198	-1	
4	1	155	1	1	0	1729	1666	226	198	-1	
5	1	155	1	1	1	1729	1666	226	198	19.338287	wea
2	1	156	0	0	0	2203	1690	162	151	-1	
3	1	156	1	0	0	2203	1690	162	151	-1	
4	1	156	1	1	0	2203	1690	162	151	-1	
5	1	156	1	1	1	2203	1690	162	151	44.269657	pil
2	1	157	0	0	0	2378	1768	55	70	-1	
3	1	157	1	0	0	2378	1768	55	70	-1	
4	1	157	1	1	0	2378	1768	55	70	-1	
5	1	157	1	1	1	2378	1768	55	70	65.557098	Ht
2	1	158	0	0	0	3366	1798	251	57	-1	
3	1	158	1	0	0	3366	1798	251	57	-1	
4	1	158	1	1	0	3366	1798	251	57	-1	
5	1	158	1	1	1	3366	1798	251	57	8.444016	aT
5	1	158	1	1	2	3560	1719	59	140	31.115471	i
2	1	159	0	0	0	566	1835	221	95	-1	
3	1	159	1	0	0	566	1835	224	95	-1	
4	1	159	1	1	0	566	1835	221	95	-1	
5	1	159	1	1	1	566	1835	221	95	89.032524	Education
2	1	160	0	0	0	1582	1897	41	22	-1	
3	1	160	1	0	0	1582	1897	41	22	-1	
4	1	160	1	1	0	1582	1897	41	22	-1	
5	1	160	1	1	1	1582	1897	41	22	20.992424	7?
2	1	161	0	0	0	2321	1872	28	4	-1	
3	1	161	1	0	0	2321	1872	28	4	-1	
4	1	161	1	1	0	2321	1872	28	4	-1	
5	1	161	1	1	1	2321	1872	28	4	89.617058	=
2	1	162	0	0	0	2219	1844	185	79	-1	
3	1	162	1	0	0	2219	1844	185	79	-1	
4	1	162	1	1	0	2219	1844	185	79	-1	
5	1	162	1	1	1	2219	1844	33	79	0.000000	-
5	1	162	1	1	2	2298	1844	106	79	29.262543	oe
2	1	163	0	0	0	3346	1887	252	56	-1	
3	1	163	1	0	0	3346	1887	252	56	-1	
4	1	163	1	1	0	3346	1887	252	56	-1	
5	1	163	1	1	1	3346	1887	252	56	96.544014	Hospitality
2	1	164	0	0	0	1072	1950	251	54	-1	
3	1	164	1	0	0	1072	1950	251	54	-1	
4	1	164	1	1	0	1072	1950	251	54	-1	
5	1	164	1	1	1	1072	1950	251	54	92.020294	Agricuiture
2	1	165	0	0	0	1602	1905	329	99	-1	
3	1	165	1	0	0	1602	1905	351	99	-1	
4	1	165	1	1	0	1602	1905	329	99	-1	
5	1	165	1	1	1	1602	1905	329	99	94.057007	Manufacturing
2	1	166	0	0	0	2119	1951	127	53	-1	
3	1	166	1	0	0	2119	1951	127	53	-1	
4	1	166	1	1	0	2119	1951	127	53	-1	
5	1	166	1	1	1	2119	1951	127	53	93.215729	Energ
2	1	167	0	0	0	2250	1890	260	114	-1	
3	1	167	1	0	0	2250	1890	260	114	-1	
4	1	167	1	1	0	2250	1890	260	114	-1	
5	1	167	1	1	1	2250	1951	69	53	30.721962	ii
5	1	167	1	1	2	2335	1890	175	103	59.981785	Utilities
2	1	168	0	0	0	2812	1878	340	96	-1	
3	1	168	1	0	0	2812	1878	342	96	-1	
4	1	168	1	1	0	2812	1878	340	96	-1	
5	1	168	1	1	1	2812	1878	340	96	96.832710	Transportation
2	1	169	0	0	0	3422	1941	141	49	-1	
3	1	169	1	0	0	3422	1941	141	49	-1	
4	1	169	1	1	0	3422	1941	141	49	-1	
5	1	169	1	1	1	3422	1941	141	49	73.379059	Travel
2	1	170	0	0	0	2856	1974	256	56	-1	
3	1	170	1	0	0	2856	1974	256	56	-1	
4	1	170	1	1	0	2856	1974	256	56	-1	
5	1	170	1	1	1	2856	1975	32	44	93.202133	&
5	1	170	1	1	2	2905	1974	207	56	95.390862	Logistics
2	1	171	0	0	0	131	2026	330	134	-1	
3	1	171	1	0	0	131	2026	331	134	-1	
4	1	171	1	1	0	131	2026	330	134	-1	
5	1	171	1	1	1	131	2026	330	134	30.732910	—
2	1	172	0	0	0	922	2066	139	94	-1	
3	1	172	1	0	0	922	2066	139	94	-1	
4	1	172	1	1	0	922	2066	139	94	-1	
5	1	172	1	1	1	922	2066	139	94	57.356102	ZA
2	1	173	0	0	0	3507	2072	142	88	-1	
3	1	173	1	0	0	3507	2072	142	88	-1	
4	1	173	1	1	0	3507	2072	142	88	-1	
5	1	173	1	1	1	3507	2072	142	88	84.123566	SS
