level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	59	1	1	2	3612	645	30	43	43.619045	.
2	1	60	0	0	0	3780	551	90	99	-1	
3	1	60	1	0	0	3780	551	90	99	-1	
4	1	60	1	1	0	3780	551	90	99	-1	
5	1	60	1	1	1	3780	551	90	99	40.738182	A
2	1	61	0	0	0	0	653	254	55	-1	
3	1	61	1	0	0	0	653	254	55	-1	
4	1	61	1	1	0	0	653	254	55	-1	
5	1	61	1	1	1	0	653	254	55	72.073227	—
2	1	62	0	0	0	332	741	43	11	-1	
3	1	62	1	0	0	332	741	43	11	-1	
4	1	62	1	1	0	332	741	43	11	-1	
5	1	62	1	1	1	332	741	43	11	63.306152	—
2	1	63	0	0	0	1146	583	312	123	-1	
3	1	63	1	0	0	1146	583	312	123	-1	
4	1	63	1	1	0	1146	583	312	123	-1	
5	1	63	1	1	1	1146	583	312	123	19.768562	fia
2	1	64	0	0	0	1350	721	59	31	-1	
3	1	64	1	0	0	1350	721	59	31	-1	
4	1	64	1	1	0	1350	721	59	31	-1	
5	1	64	1	1	1	1350	721	59	31	20.764977	Ny
2	1	65	0	0	0	1605	660	76	42	-1	
3	1	65	1	0	0	1605	660	76	42	-1	
4	1	65	1	1	0	1605	660	76	42	-1	
5	1	65	1	1	1	1605	660	76	42	43.359104	AVN
2	1	66	0	0	0	2313	606	77	86	-1	
3	1	66	1	0	0	2313	606	77	86	-1	
4	1	66	1	1	0	2313	606	77	86	-1	
5	1	66	1	1	1	2313	606	77	86	49.422798	il,
2	1	67	0	0	0	2489	700	119	25	-1	
3	1	67	1	0	0	2489	700	119	25	-1	
4	1	67	1	1	0	2489	700	119	25	-1	
5	1	67	1	1	1	2489	701	33	24	13.482216	«
5	1	67	1	1	2	2588	700	20	15	24.507851	a
2	1	68	0	0	0	2869	720	85	43	-1	
3	1	68	1	0	0	2869	720	85	43	-1	
4	1	68	1	1	0	2869	720	85	43	-1	
5	1	68	1	1	1	2869	720	85	43	10.050629	yy
2	1	69	0	0	0	484	705	301	87	-1	
3	1	69	1	0	0	484	705	301	87	-1	
4	1	69	1	1	0	484	705	301	87	-1	
5	1	69	1	1	1	484	753	49	15	40.486290	|
5	1	69	1	1	2	574	705	211	87	71.296089	Services)
2	1	70	0	0	0	2547	754	82	67	-1	
3	1	70	1	0	0	2547	754	82	67	-1	
4	1	70	1	1	0	2547	754	82	67	-1	
5	1	70	1	1	1	2547	754	82	67	5.899269	“ll
2	1	71	0	0	0	3230	701	551	101	-1	
3	1	71	1	0	0	3230	701	551	101	-1	
4	1	71	1	1	0	3230	701	551	101	-1	
5	1	71	1	1	1	3230	720	43	64	0.000000	-
5	1	71	1	1	2	3297	701	169	101	43.379417	tte
5	1	71	1	1	3	3484	703	151	77	67.516998	Sector
5	1	71	1	1	4	3754	725	27	6	15.645569	=—
2	1	72	0	0	0	722	846	188	39	-1	
3	1	72	1	0	0	722	846	189	39	-1	
4	1	72	1	1	0	722	846	188	39	-1	
5	1	72	1	1	1	722	846	188	39	21.000732	——
2	1	73	0	0	0	1079	742	121	120	-1	
3	1	73	1	0	0	1079	742	121	120	-1	
4	1	73	1	1	0	1079	742	121	120	-1	
5	1	73	1	1	1	1079	742	121	120	78.159477	-E
2	1	74	0	0	0	3762	824	108	22	-1	
3	1	74	1	0	0	3762	824	108	22	-1	
4	1	74	1	1	0	3762	824	108	22	-1	
5	1	74	1	1	1	3762	824	108	22	0.000000	Lo
2	1	75	0	0	0	389	899	52	15	-1	
3	1	75	1	0	0	389	899	52	15	-1	
4	1	75	1	1	0	389	899	52	15	-1	
5	1	75	1	1	1	389	899	52	15	47.496269	——
2	1	76	0	0	0	1437	851	97	67	-1	
3	1	76	1	0	0	1437	851	97	67	-1	
4	1	76	1	1	0	1437	851	97	67	-1	
5	1	76	1	1	1	1437	851	97	67	56.395817	x
2	1	77	0	0	0	1972	824	416	93	-1	
3	1	77	1	0	0	1972	824	416	93	-1	
4	1	77	1	1	0	1972	824	416	93	-1	
5	1	77	1	1	1	1972	829	80	48	53.629459	|
5	1	77	1	1	2	2138	824	144	93	27.301651	“wh
5	1	77	1	1	3	2362	842	26	38	45.507832	|
2	1	78	0	0	0	2708	903	93	21	-1	
3	1	78	1	0	0	2708	903	93	21	-1	
4	1	78	1	1	0	2708	903	93	21	-1	
5	1	78	1	1	1	2708	903	93	21	44.347481	—
2	1	79	0	0	0	2846	888	139	35	-1	
3	1	79	1	0	0	2846	888	139	35	-1	
4	1	79	1	1	0	2846	888	139	35	-1	
5	1	79	1	1	1	2846	888	139	35	21.496086	=
2	1	80	0	0	0	3404	899	133	14	-1	
3	1	80	1	0	0	3404	899	133	14	-1	
4	1	80	1	1	0	3404	899	133	14	-1	
5	1	80	1	1	1	3404	899	133	14	29.951675	coon
2	1	81	0	0	0	3433	912	97	28	-1	
3	1	81	1	0	0	3433	912	97	28	-1	
4	1	81	1	1	0	3433	912	97	28	-1	
5	1	81	1	1	1	3433	912	97	28	3.668839	Veep
2	1	82	0	0	0	2192	920	149	101	-1	
3	1	82	1	0	0	2192	920	149	101	-1	
4	1	82	1	1	0	2192	920	149	101	-1	
5	1	82	1	1	1	2192	920	149	101	0.000000	i
2	1	83	0	0	0	3551	909	87	96	-1	
3	1	83	1	0	0	3551	909	87	96	-1	
4	1	83	1	1	0	3551	909	87	96	-1	
5	1	83	1	1	1	3551	909	87	96	89.072090	Z
2	1	84	0	0	0	183	1069	84	22	-1	
3	1	84	1	0	0	183	1069	84	22	-1	
4	1	84	1	1	0	183	1069	84	22	-1	
5	1	84	1	1	1	183	1069	84	22	0.123474	—
2	1	85	0	0	0	650	1036	36	25	-1	
3	1	85	1	0	0	650	1036	36	25	-1	
4	1	85	1	1	0	650	1036	36	25	-1	
5	1	85	1	1	1	650	1036	36	25	60.667408	D
2	1	86	0	0	0	747	1084	92	18	-1	
3	1	86	1	0	0	747	1084	92	18	-1	
4	1	86	1	1	0	747	1084	92	18	-1	
5	1	86	1	1	1	747	1084	92	18	21.598396	|e
2	1	87	0	0	0	1705	1007	482	77	-1	
3	1	87	1	0	0	1705	1007	482	77	-1	
4	1	87	1	1	0	1705	1007	482	77	-1	
5	1	87	1	1	1	1705	1007	22	43	49.987011	,
5	1	87	1	1	2	2116	1037	71	47	13.917221	S>.
2	1	88	0	0	0	2395	976	275	93	-1	
3	1	88	1	0	0	2395	976	275	93	-1	
4	1	88	1	1	0	2395	976	275	93	-1	
5	1	88	1	1	1	2395	976	275	93	41.133213	mes
2	1	89	0	0	0	3567	1072	99	15	-1	
3	1	89	1	0	0	3567	1072	99	15	-1	
4	1	89	1	1	0	3567	1072	99	15	-1	
5	1	89	1	1	1	3567	1072	99	15	16.314766	Ss
2	1	90	0	0	0	3567	1016	101	59	-1	
3	1	90	1	0	0	3567	1016	101	59	-1	
4	1	90	1	1	0	3567	1016	101	59	-1	
5	1	90	1	1	1	3567	1016	101	59	37.026619	fc”
2	1	91	0	0	0	731	1103	108	34	-1	
3	1	91	1	0	0	731	1103	108	34	-1	
4	1	91	1	1	0	731	1103	108	34	-1	
5	1	91	1	1	1	731	1103	108	34	43.383644	gee
2	1	92	0	0	0	2298	1085	35	48	-1	
3	1	92	1	0	0	2298	1085	35	48	-1	
4	1	92	1	1	0	2298	1085	35	48	-1	
5	1	92	1	1	1	2298	1085	35	48	62.564713	\\
2	1	93	0	0	0	3369	998	185	123	-1	
3	1	93	1	0	0	3369	998	185	123	-1	
4	1	93	1	1	0	3369	998	185	123	-1	
5	1	93	1	1	1	3369	998	185	123	30.604355	=i
2	1	94	0	0	0	68	1090	115	136	-1	
3	1	94	1	0	0	68	1090	115	136	-1	
4	1	94	1	1	0	68	1090	115	136	-1	
5	1	94	1	1	1	68	1090	115	136	43.416248	|
2	1	95	0	0	0	454	1106	128	101	-1	
3	1	95	1	0	0	454	1106	128	101	-1	
4	1	95	1	1	0	454	1106	128	101	-1	
5	1	95	1	1	1	454	1106	128	101	37.094696	Nee
2	1	96	0	0	0	1050	1103	150	112	-1	
3	1	96	1	0	0	1050	1103	150	112	-1	
4	1	96	1	1	0	1050	1103	150	112	-1	
5	1	96	1	1	1	1050	1103	150	112	0.000000	ANN
2	1	97	0	0	0	1066	1197	75	46	-1	
3	1	97	1	0	0	1066	1197	75	46	-1	
4	1	97	1	1	0	1066	1197	75	46	-1	
5	1	97	1	1	1	1066	1197	75	46	50.195076	AQ
2	1	98	0	0	0	1207	1099	206	144	-1	
3	1	98	1	0	0	1207	1099	206	144	-1	
4	1	98	1	1	0	1207	1099	206	144	-1	
5	1	98	1	1	1	1207	1099	206	144	53.550228	SS
2	1	99	0	0	0	2546	1168	55	22	-1	
3	1	99	1	0	0	2546	1168	55	22	-1	
4	1	99	1	1	0	2546	1168	55	22	-1	
5	1	99	1	1	1	2546	1168	55	22	10.368538	ZN
2	1	100	0	0	0	3293	938	99	258	-1	
3	1	100	1	0	0	3293	938	99	258	-1	
4	1	100	1	1	0	3293	938	99	258	-1	
5	1	100	1	1	1	3293	938	99	258	65.373184	:
2	1	101	0	0	0	1210	1209	262	59	-1	
3	1	101	1	0	0	1210	1209	262	59	-1	
4	1	101	1	1	0	1210	1209	262	59	-1	
5	1	101	1	1	1	1210	1209	262	59	64.148376	Wes
2	1	102	0	0	0	1508	1249	92	54	-1	
3	1	102	1	0	0	1508	1249	92	54	-1	
4	1	102	1	1	0	1508	1249	92	54	-1	
5	1	102	1	1	1	1508	1296	25	7	80.508339	=
5	1	102	1	1	2	1563	1245	37	89	19.815483	Fi
2	1	103	0	0	0	2625	1220	100	88	-1	
3	1	103	1	0	0	2625	1220	100	88	-1	
4	1	103	1	1	0	2625	1220	100	88	-1	
5	1	103	1	1	1	2625	1220	100	88	36.098587	i
2	1	104	0	0	0	236	1312	106	40	-1	
3	1	104	1	0	0	236	1312	106	40	-1	
4	1	104	1	1	0	236	1312	106	40	-1	
5	1	104	1	1	1	236	1312	33	36	19.539383	—_
5	1	104	1	1	2	327	1318	15	34	0.000000	rN
2	1	105	0	0	0	563	1251	229	85	-1	
3	1	105	1	0	0	563	1251	230	85	-1	
4	1	105	1	1	0	563	1251	229	85	-1	
5	1	105	1	1	1	563	1251	229	85	0.000000	—-
2	1	106	0	0	0	824	1278	270	61	-1	
3	1	106	1	0	0	824	1278	270	61	-1	
4	1	106	1	1	0	824	1278	270	61	-1	
5	1	106	1	1	1	824	1278	270	61	25.606720	NE
2	1	107	0	0	0	1250	1295	146	73	-1	
3	1	107	1	0	0	1250	1295	146	73	-1	
4	1	107	1	1	0	1250	1295	146	73	-1	
5	1	107	1	1	1	1250	1295	146	73	83.319054	S
2	1	108	0	0	0	1641	1139	345	226	-1	
3	1	108	1	0	0	1641	1139	348	226	-1	
4	1	108	1	1	0	1641	1139	345	226	-1	
5	1	108	1	1	1	1641	1139	345	226	8.598869	vO
2	1	109	0	0	0	2669	1298	109	65	-1	
3	1	109	1	0	0	2669	1298	109	65	-1	
4	1	109	1	1	0	2669	1298	109	65	-1	
5	1	109	1	1	1	2669	1298	109	65	26.445908	ZZ
2	1	110	0	0	0	2919	1268	246	112	-1	
3	1	110	1	0	0	2919	1268	248	112	-1	
4	1	110	1	1	0	2919	1268	246	112	-1	
5	1	110	1	1	1	2919	1268	246	112	57.199764	—
2	1	111	0	0	0	3009	1307	58	55	-1	
3	1	111	1	0	0	3009	1307	58	55	-1	
4	1	111	1	1	0	3009	1307	58	55	-1	
5	1	111	1	1	1	3009	1307	58	55	16.453316	WA
2	1	112	0	0	0	208	1393	52	6	-1	
3	1	112	1	0	0	208	1393	52	6	-1	
4	1	112	1	1	0	208	1393	52	6	-1	
5	1	112	1	1	1	208	1393	52	6	5.887894	_
2	1	113	0	0	0	1850	1373	239	54	-1	
3	1	113	1	0	0	1850	1373	239	54	-1	
4	1	113	1	1	0	1850	1373	239	54	-1	
5	1	113	1	1	1	1850	1373	239	54	39.527138	—
2	1	114	0	0	0	2098	1153	305	259	-1	
3	1	114	1	0	0	2098	1153	305	259	-1	
4	1	114	1	1	0	2098	1153	305	259	-1	
5	1	114	1	1	1	2098	1153	305	259	0.000000	SY
2	1	115	0	0	0	2412	1384	120	49	-1	
3	1	115	1	0	0	2412	1384	120	49	-1	
4	1	115	1	1	0	2412	1384	120	49	-1	
5	1	115	1	1	1	2412	1391	72	41	35.403641	i
5	1	115	1	1	2	2522	1384	10	49	53.921387	|
2	1	116	0	0	0	2882	1388	72	27	-1	
3	1	116	1	0	0	2882	1388	72	27	-1	
4	1	116	1	1	0	2882	1388	72	27	-1	
5	1	116	1	1	1	2882	1388	72	27	0.000000	FZ
2	1	117	0	0	0	3111	1396	32	9	-1	
3	1	117	1	0	0	3111	1396	32	9	-1	
4	1	117	1	1	0	3111	1396	32	9	-1	
5	1	117	1	1	1	3111	1396	32	9	0.000000	~cil
2	1	118	0	0	0	3229	1298	105	117	-1	
3	1	118	1	0	0	3229	1298	105	117	-1	
4	1	118	1	1	0	3229	1298	105	117	-1	
5	1	118	1	1	1	3229	1298	105	117	51.210297	=
2	1	119	0	0	0	3273	1436	67	17	-1	
3	1	119	1	0	0	3273	1436	67	17	-1	
4	1	119	1	1	0	3273	1436	67	17	-1	
5	1	119	1	1	1	3273	1436	67	17	12.035233	a
2	1	120	0	0	0	3355	1344	221	112	-1	
3	1	120	1	0	0	3355	1344	221	112	-1	
4	1	120	1	1	0	3355	1344	221	112	-1	
5	1	120	1	1	1	3355	1344	221	112	63.666119	Commer
2	1	121	0	0	0	1759	1405	66	66	-1	
3	1	121	1	0	0	1759	1405	66	66	-1	
4	1	121	1	1	0	1759	1405	66	66	-1	
5	1	121	1	1	1	1759	1405	66	66	68.937050	Vv
2	1	122	0	0	0	2001	1378	376	98	-1	
3	1	122	1	0	0	2001	1378	377	98	-1	
4	1	122	1	1	0	2001	1378	376	98	-1	
5	1	122	1	1	1	2001	1378	221	98	19.075806	———
5	1	122	1	1	2	2318	1452	59	20	59.146072	a
2	1	123	0	0	0	2490	1442	54	43	-1	
3	1	123	1	0	0	2490	1442	54	43	-1	
4	1	123	1	1	0	2490	1442	54	43	-1	
5	1	123	1	1	1	2490	1442	54	43	77.003036	Z
2	1	124	0	0	0	2729	1387	149	128	-1	
3	1	124	1	0	0	2729	1387	149	128	-1	
4	1	124	1	1	0	2729	1387	149	128	-1	
5	1	124	1	1	1	2729	1387	149	128	0.000000	ZA
2	1	125	0	0	0	3072	1400	130	80	-1	
3	1	125	1	0	0	3072	1400	130	80	-1	
4	1	125	1	1	0	3072	1400	130	80	-1	
5	1	125	1	1	1	3072	1400	130	80	44.428516	SS
2	1	126	0	0	0	3256	1490	34	12	-1	
3	1	126	1	0	0	3256	1490	34	12	-1	
4	1	126	1	1	0	3256	1490	34	12	-1	
5	1	126	1	1	1	3256	1490	34	12	64.152725	=
2	1	127	0	0	0	501	1452	317	118	-1	
3	1	127	1	0	0	501	1452	317	118	-1	
4	1	127	1	1	0	501	1452	317	118	-1	
5	1	127	1	1	1	501	1452	317	118	37.513420	ji
